127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/js/index.js HTTP/1.1" 200 18338
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/common/images/ic_administrator.png HTTP/1.1" 200 1450
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/shouye_02.png HTTP/1.1" 200 1328
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/shouye_01.png HTTP/1.1" 200 1283
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/_02.png HTTP/1.1" 404 1036
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/renyuan_02.png HTTP/1.1" 200 1435
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/renyuan_01.png HTTP/1.1" 200 1353
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "POST /uoms/basicSetAction!getAll.html HTTP/1.1" 404 1056
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNum.html HTTP/1.1" 404 1088
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/ HTTP/1.1" 404 1022
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/xitong_02.png HTTP/1.1" 200 1516
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/logo.png HTTP/1.1" 200 9888
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/common/images/nav_ic_more1.png HTTP/1.1" 200 1079
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/nav_zhangkai_nor.png HTTP/1.1" 200 975
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/xitong_01.png HTTP/1.1" 200 1417
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/common/images/ic_out.png HTTP/1.1" 200 1327
